datetime,open,high,low,close,volume,oi
2023-04-25 10:45:00+05:30,38778.95,38805.95,38753.85,38799.8,0,0
2023-04-25 11:15:00+05:30,38800.7,38808.95,38765.75,38767.4,0,0
2023-04-25 11:45:00+05:30,38768.0,38793.35,38754.45,38765.75,0,0
2023-04-25 12:15:00+05:30,38765.9,38771.95,38713.0,38727.15,0,0
2023-04-25 12:45:00+05:30,38726.05,38756.95,38724.2,38748.4,0,0
2023-04-25 13:15:00+05:30,38748.4,38767.6,38735.75,38766.4,0,0
2023-04-25 13:45:00+05:30,38764.2,38769.65,38721.6,38758.55,0,0
2023-04-25 14:15:00+05:30,38756.4,38774.5,38743.1,38748.3,0,0
2023-04-25 14:45:00+05:30,38747.9,38766.1,38715.0,38749.1,0,0
2023-04-25 15:15:00+05:30,38750.2,38761.9,38736.5,38745.15,0,0
2023-04-26 09:15:00+05:30,38722.9,38787.15,38682.0,38752.4,0,0
2023-04-26 09:45:00+05:30,38751.85,38835.4,38711.65,38828.75,0,0
2023-04-26 10:15:00+05:30,38829.6,38842.85,38810.5,38831.2,0,0
2023-04-26 10:45:00+05:30,38830.8,38870.6,38815.1,38847.7,0,0
2023-04-26 11:15:00+05:30,38848.55,38861.35,38829.15,38847.85,0,0
2023-04-26 11:45:00+05:30,38849.3,38868.4,38820.2,38826.25,0,0
2023-04-26 12:15:00+05:30,38828.15,38859.45,38818.65,38848.75,0,0
2023-04-26 12:45:00+05:30,38848.4,38856.05,38811.45,38813.6,0,0
2023-04-26 13:15:00+05:30,38813.15,38831.15,38799.05,38803.8,0,0
2023-04-26 13:45:00+05:30,38804.05,38835.15,38802.3,38832.45,0,0
2023-04-26 14:15:00+05:30,38832.9,38846.6,38827.3,38844.55,0,0
2023-04-26 14:45:00+05:30,38842.2,38912.9,38831.2,38903.15,0,0
2023-04-26 15:15:00+05:30,38903.7,38904.95,38846.45,38855.35,0,0
2023-04-27 09:15:00+05:30,38917.5,38928.6,38842.5,38878.4,0,0
2023-04-27 09:45:00+05:30,38878.1,38892.95,38854.4,38872.85,0,0
2023-04-27 10:15:00+05:30,38872.25,38902.85,38861.0,38894.15,0,0
2023-04-27 10:45:00+05:30,38892.95,38922.95,38883.2,38906.7,0,0
2023-04-27 11:15:00+05:30,38905.6,38936.2,38904.0,38917.45,0,0
2023-04-27 11:45:00+05:30,38918.85,38948.7,38914.65,38929.45,0,0
2023-04-27 12:15:00+05:30,38928.2,38935.65,38907.45,38933.8,0,0
2023-04-27 12:45:00+05:30,38934.4,38936.7,38889.45,38922.15,0,0
2023-04-27 13:15:00+05:30,38920.55,38944.05,38914.5,38927.15,0,0
2023-04-27 13:45:00+05:30,38926.45,38965.7,38923.4,38957.2,0,0
2023-04-27 14:15:00+05:30,38958.15,38958.15,38882.45,38923.75,0,0
2023-04-27 14:45:00+05:30,38925.8,39021.85,38904.65,39012.15,0,0
2023-04-27 15:15:00+05:30,39015.6,39016.4,38970.15,38986.25,0,0
2023-04-28 09:15:00+05:30,39100.7,39192.25,39034.05,39190.9,0,0
2023-04-28 09:45:00+05:30,39191.75,39260.6,39190.65,39198.95,0,0
2023-04-28 10:15:00+05:30,39200.45,39265.8,39191.5,39247.5,0,0
2023-04-28 10:45:00+05:30,39248.95,39285.35,39245.65,39264.75,0,0
2023-04-28 11:15:00+05:30,39264.25,39323.8,39264.25,39311.8,0,0
2023-04-28 11:45:00+05:30,39311.4,39318.15,39290.5,39310.15,0,0
2023-04-28 12:15:00+05:30,39310.7,39322.1,39244.45,39247.45,0,0
2023-04-28 12:45:00+05:30,39246.05,39291.6,39228.9,39286.55,0,0
2023-04-28 13:15:00+05:30,39286.45,39301.25,39274.45,39293.2,0,0
2023-04-28 13:45:00+05:30,39291.1,39344.3,39287.05,39325.7,0,0
2023-04-28 14:15:00+05:30,39324.45,39374.7,39314.6,39333.35,0,0
2023-04-28 14:45:00+05:30,39333.05,39529.75,39333.05,39528.0,0,0
2023-04-28 15:15:00+05:30,39527.9,39555.7,39488.25,39489.1,0,0
2023-05-02 09:15:00+05:30,39647.55,39820.4,39613.35,39784.4,0,0
2023-05-02 09:45:00+05:30,39783.2,39791.05,39676.85,39688.2,0,0
2023-05-02 10:15:00+05:30,39686.1,39712.65,39666.0,39684.3,0,0
2023-05-02 10:45:00+05:30,39685.35,39733.5,39677.05,39706.8,0,0
2023-05-02 11:15:00+05:30,39705.15,39730.65,39691.2,39723.65,0,0
2023-05-02 11:45:00+05:30,39723.15,39747.15,39719.2,39739.5,0,0
2023-05-02 12:15:00+05:30,39738.45,39782.9,39713.25,39772.95,0,0
2023-05-02 12:45:00+05:30,39773.85,39812.35,39771.05,39804.65,0,0
2023-05-02 13:15:00+05:30,39804.35,39814.35,39773.6,39802.9,0,0
2023-05-02 13:45:00+05:30,39802.0,39828.35,39793.25,39818.25,0,0
2023-05-02 14:15:00+05:30,39815.9,39828.05,39789.75,39796.35,0,0
2023-05-02 14:45:00+05:30,39796.65,39815.4,39755.5,39789.1,0,0
2023-05-02 15:15:00+05:30,39787.15,39790.85,39730.6,39746.4,0,0
2023-05-03 09:15:00+05:30,39731.4,39847.4,39661.25,39840.85,0,0
2023-05-03 09:45:00+05:30,39840.0,39913.8,39834.95,39910.3,0,0
2023-05-03 10:15:00+05:30,39907.55,39931.25,39893.1,39911.45,0,0
2023-05-03 10:45:00+05:30,39911.1,39923.75,39892.0,39916.95,0,0
2023-05-03 11:15:00+05:30,39917.05,39919.4,39869.6,39891.5,0,0
2023-05-03 11:45:00+05:30,39893.5,39894.8,39868.3,39894.15,0,0
2023-05-03 12:15:00+05:30,39893.75,39905.15,39881.55,39894.0,0,0
2023-05-03 12:45:00+05:30,39893.95,39915.4,39883.3,39886.75,0,0
2023-05-03 13:15:00+05:30,39886.4,39899.95,39777.7,39787.2,0,0
2023-05-03 13:45:00+05:30,39786.95,39824.95,39746.45,39792.15,0,0
2023-05-03 14:15:00+05:30,39792.45,39852.9,39788.25,39827.05,0,0
2023-05-03 14:45:00+05:30,39828.0,39862.2,39807.7,39858.5,0,0
2023-05-03 15:15:00+05:30,39859.7,39871.45,39827.15,39831.1,0,0
2023-05-04 09:15:00+05:30,39949.6,40059.55,39884.15,40034.85,0,0
2023-05-04 09:45:00+05:30,40034.25,40049.1,39993.55,40026.55,0,0
2023-05-04 10:15:00+05:30,40025.95,40048.2,40004.85,40043.6,0,0
2023-05-04 10:45:00+05:30,40043.45,40074.85,40034.8,40064.95,0,0
2023-05-04 11:15:00+05:30,40064.0,40074.1,40041.85,40069.3,0,0
2023-05-04 11:45:00+05:30,40069.0,40075.9,40048.1,40051.35,0,0
2023-05-04 12:15:00+05:30,40050.35,40094.5,40045.8,40082.8,0,0
2023-05-04 12:45:00+05:30,40083.6,40093.4,40045.25,40085.1,0,0
2023-05-04 13:15:00+05:30,40086.3,40100.35,40073.25,40073.4,0,0
2023-05-04 13:45:00+05:30,40074.35,40079.1,40041.5,40069.35,0,0
2023-05-04 14:15:00+05:30,40069.6,40096.35,40057.35,40072.0,0,0
