datetime,open,high,low,close
2022-05-06T14:45:00+05:30,16395.6,16423.1,16376.8,16410.5
2022-05-06T14:15:00+05:30,16447.05,16483.95,16391.7,16395.7
2022-05-06T13:45:00+05:30,16390.6,16468.15,16381.05,16447.75
2022-05-06T13:15:00+05:30,16369.55,16447.5,16354.95,16390.35
2022-05-06T12:45:00+05:30,16406.3,16424.55,16360.6,16368.65
2022-05-06T12:15:00+05:30,16416.9,16423.9,16359.7,16406.25
2022-05-06T11:45:00+05:30,16419.55,16423.25,16373.15,16417.1
2022-05-06T11:15:00+05:30,16371.55,16430.65,16342.45,16420.3
2022-05-06T10:45:00+05:30,16395.9,16403.85,16343.8,16371.9
2022-05-06T10:15:00+05:30,16399.2,16418.2,16352.25,16395.05
2022-05-06T09:45:00+05:30,16469.05,16472.9,16398.95,16400.9
2022-05-06T09:15:00+05:30,16415.55,16482.6,16387.7,16467.9
2022-05-05T15:15:00+05:30,16682.95,16699.6,16663.4,16669.2
2022-05-05T14:45:00+05:30,16699.45,16743.75,16662.65,16682.75
2022-05-05T14:15:00+05:30,16710.85,16732.5,16652.8,16701.25
2022-05-05T13:45:00+05:30,16758.7,16798.05,16685.8,16711.65
2022-05-05T13:15:00+05:30,16813.4,16850.3,16756.9,16757.95
2022-05-05T12:45:00+05:30,16871.35,16890.25,16811.15,16812.9
2022-05-05T12:15:00+05:30,16843.25,16896.55,16838.45,16873.25
2022-05-05T11:45:00+05:30,16860.2,16882.85,16826.25,16843.7
2022-05-05T11:15:00+05:30,16920.1,16920.65,16844.65,16860.5
2022-05-05T10:45:00+05:30,16889.25,16927.7,16882.75,16920.4
2022-05-05T10:15:00+05:30,16920.1,16944.4,16888.65,16889.6
2022-05-05T09:45:00+05:30,16836.4,16921.1,16827.15,16919.5
2022-05-05T09:15:00+05:30,16854.75,16858.65,16779.05,16836.2
2022-05-04T15:15:00+05:30,16708.75,16712.4,16660.3,16694.7
2022-05-04T14:45:00+05:30,16661.95,16725.25,16624.7,16708.6
2022-05-04T14:15:00+05:30,16798.9,16847.4,16655.95,16663.1
2022-05-04T13:45:00+05:30,16908.4,16964.15,16752.4,16799.35
2022-05-04T13:15:00+05:30,16879.75,16920,16873.15,16908.45
2022-05-04T12:45:00+05:30,16850.15,16885.55,16824.1,16878.95
2022-05-04T12:15:00+05:30,16907.25,16916.8,16843.15,16852.25
2022-05-04T11:45:00+05:30,16936.6,16955.85,16880.25,16908
2022-05-04T11:15:00+05:30,16939.55,16969.65,16914.4,16937
2022-05-04T10:45:00+05:30,16947.25,16955.2,16920.8,16940.1
2022-05-04T10:15:00+05:30,17018.3,17018.3,16947.2,16947.4
2022-05-04T09:45:00+05:30,17059.2,17065.4,17017.5,17018.95
2022-05-04T09:15:00+05:30,17096.6,17129.25,17040.2,17059.15
2022-05-02T15:15:00+05:30,17068.55,17076.9,17056.25,17064.7
2022-05-02T14:45:00+05:30,17004.25,17091.85,17002.6,17069.35
2022-05-02T14:15:00+05:30,17014.05,17016.55,16971.9,17002.5
2022-05-02T13:45:00+05:30,17009.7,17023.95,16981.15,17014.05
2022-05-02T13:15:00+05:30,17021.65,17031.95,16987.1,17009.5
2022-05-02T12:45:00+05:30,17032.5,17037.55,16983.85,17021
2022-05-02T12:15:00+05:30,17024.35,17045.55,17010.45,17032.15
2022-05-02T11:45:00+05:30,16984.5,17026.85,16980.3,17023.9
2022-05-02T11:15:00+05:30,16976.85,17007.3,16961.35,16985.1
2022-05-02T10:45:00+05:30,17020.9,17023.5,16952.85,16976.5
2022-05-02T10:15:00+05:30,16985.25,17023.25,16977.7,17021.15
2022-05-02T09:45:00+05:30,17012.4,17014.4,16959.5,16984.95
2022-05-02T09:15:00+05:30,16924.45,17012.8,16919.4,17012.4
2022-04-29T15:15:00+05:30,17072.05,17112.2,17054,17111.6
2022-04-29T14:45:00+05:30,17256,17288.5,17071.15,17071.15
2022-04-29T14:15:00+05:30,17293.2,17302.35,17190.55,17256.15
2022-04-29T13:45:00+05:30,17359.95,17372.6,17279.7,17294.3
2022-04-29T13:15:00+05:30,17369.15,17377.3,17341.2,17360
2022-04-29T12:45:00+05:30,17347.85,17374.8,17345.25,17369.75
2022-04-29T12:15:00+05:30,17347.95,17365.75,17332.8,17348.35
2022-04-29T11:45:00+05:30,17342.1,17356.8,17330.9,17347.45
2022-04-29T11:15:00+05:30,17331.9,17357.35,17326.15,17341.2
2022-04-29T10:45:00+05:30,17312.65,17336.9,17296.15,17332.6
2022-04-29T10:15:00+05:30,17273.75,17330.7,17263.95,17312.55
2022-04-29T09:45:00+05:30,17301.35,17301.55,17241.9,17272.9
2022-04-29T09:15:00+05:30,17329.25,17347.95,17300.75,17300.75
2022-04-28T15:15:00+05:30,17225.1,17249.9,17217,17231.35
2022-04-28T14:45:00+05:30,17306.5,17322.5,17224.25,17224.85
2022-04-28T14:15:00+05:30,17299.15,17309.25,17278.45,17306.25
2022-04-28T13:45:00+05:30,17269.25,17300.5,17259.8,17297.65
2022-04-28T13:15:00+05:30,17250.65,17272,17229.15,17268.65
2022-04-28T12:45:00+05:30,17202.45,17252,17197.25,17251.05
2022-04-28T12:15:00+05:30,17171.6,17210.15,17168.45,17203.55
2022-04-28T11:45:00+05:30,17144.5,17185.25,17144.5,17171.3
2022-04-28T11:15:00+05:30,17101.2,17152.15,17099.75,17144.3
2022-04-28T10:45:00+05:30,17081.75,17115.8,17071.2,17101.1
2022-04-28T10:15:00+05:30,17105.45,17115.8,17080.95,17082.3
2022-04-28T09:45:00+05:30,17110.05,17117.75,17088.45,17105.5
2022-04-28T09:15:00+05:30,17189.5,17189.5,17097.8,17109.9
2022-04-27T15:15:00+05:30,17035.15,17052.95,17024.15,17037.65
2022-04-27T14:45:00+05:30,17079.55,17087.9,17021.25,17036.05
2022-04-27T14:15:00+05:30,17061.1,17091.55,17019,17080.15
2022-04-27T13:45:00+05:30,17047.15,17079.4,17035.15,17061.85
2022-04-27T13:15:00+05:30,16979,17054.05,16978.8,17048.25
2022-04-27T12:45:00+05:30,17030.55,17032.65,16958.65,16979.1
2022-04-27T12:15:00+05:30,17029,17045.95,17025.1,17030.1
2022-04-27T11:45:00+05:30,17026.05,17052.55,17020,17029.1
2022-04-27T11:15:00+05:30,17066.9,17067,17016.75,17026.65
2022-04-27T10:45:00+05:30,17056.35,17067.35,17044.2,17066.95
2022-04-27T10:15:00+05:30,17076.1,17078,17031.7,17056.6
2022-04-27T09:45:00+05:30,17069.45,17091.3,17047.5,17075.1
2022-04-27T09:15:00+05:30,17073.35,17109.5,17040.6,17069.4
2022-04-26T15:15:00+05:30,17211.95,17223.4,17195.2,17201.45
