date,open,high,low,close,volume
2022-01-27 12:00:00,7227.65,7228.1,7194.35,7195.15,0
2022-01-27 12:15:00,7195.2,7207.9,7186.45,7205.85,0
2022-01-27 12:30:00,7206.2,7227.3,7206.2,7224.0,0
2022-01-27 12:45:00,7223.55,7229.65,7216.4,7223.7,0
2022-01-27 13:00:00,7223.25,7261.65,7222.9,7260.2,0
2022-01-27 13:15:00,7260.95,7269.25,7254.1,7265.8,0
2022-01-27 13:30:00,7266.75,7285.4,7264.75,7284.2,0
2022-01-27 13:45:00,7283.55,7307.35,7280.85,7305.1,0
2022-01-27 14:00:00,7305.25,7308.55,7288.45,7297.95,0
2022-01-27 14:15:00,7298.1,7332.85,7298.1,7332.85,0
2022-01-27 14:30:00,7332.7,7355.4,7327.85,7349.8,0
2022-01-27 14:45:00,7350.35,7360.2,7331.8,7340.1,0
2022-01-27 15:00:00,7340.5,7359.4,7316.25,7353.55,0
2022-01-27 15:15:00,7353.95,7364.45,7341.2,7358.95,0
2022-01-28 09:15:00,7420.5,7464.15,7415.45,7460.35,0
2022-01-28 09:30:00,7460.7,7494.9,7458.4,7493.15,0
2022-01-28 09:45:00,7492.75,7519.7,7485.0,7512.65,0
2022-01-28 10:00:00,7512.75,7517.65,7502.7,7504.75,0
2022-01-28 10:15:00,7504.8,7522.5,7490.65,7521.45,0
2022-01-28 10:30:00,7521.35,7527.95,7495.4,7520.5,0
2022-01-28 10:45:00,7521.05,7548.9,7520.65,7548.7,0
2022-01-28 11:00:00,7547.85,7555.45,7543.8,7549.45,0
2022-01-28 11:15:00,7549.65,7563.45,7548.7,7558.3,0
2022-01-28 11:30:00,7558.5,7569.4,7554.15,7568.4,0
2022-01-28 11:45:00,7568.5,7571.85,7559.85,7563.95,0
2022-01-28 12:00:00,7563.35,7579.5,7559.15,7573.3,0
2022-01-28 12:15:00,7573.55,7577.35,7563.6,7566.0,0
2022-01-28 12:30:00,7566.35,7571.45,7550.8,7565.45,0
2022-01-28 12:45:00,7566.0,7573.2,7556.15,7559.1,0
2022-01-28 13:00:00,7558.8,7559.2,7544.7,7547.1,0
2022-01-28 13:15:00,7547.35,7553.05,7531.65,7553.05,0
2022-01-28 13:30:00,7552.7,7560.5,7521.55,7524.45,0
2022-01-28 13:45:00,7524.1,7524.1,7497.7,7507.55,0
2022-01-28 14:00:00,7506.95,7506.95,7463.95,7465.1,0
2022-01-28 14:15:00,7464.75,7490.25,7431.55,7454.35,0
2022-01-28 14:30:00,7454.15,7473.4,7442.9,7460.9,0
2022-01-28 14:45:00,7460.7,7466.45,7427.7,7434.65,0
2022-01-28 15:00:00,7434.4,7452.55,7392.45,7411.05,0
2022-01-28 15:15:00,7412.2,7423.85,7401.45,7414.4,0
2022-01-31 09:15:00,7504.05,7529.95,7494.75,7509.4,0
2022-01-31 09:30:00,7510.2,7520.05,7498.35,7514.6,0
2022-01-31 09:45:00,7514.3,7518.6,7483.2,7491.8,0
2022-01-31 10:00:00,7491.3,7493.2,7466.65,7480.65,0
2022-01-31 10:15:00,7481.1,7505.85,7472.4,7503.9,0
2022-01-31 10:30:00,7504.05,7505.25,7464.15,7469.85,0
2022-01-31 10:45:00,7470.35,7494.7,7459.15,7492.6,0
2022-01-31 11:00:00,7492.85,7510.4,7485.45,7508.95,0
2022-01-31 11:15:00,7509.15,7514.0,7496.55,7507.6,0
2022-01-31 11:30:00,7507.45,7524.25,7501.6,7522.4,0
2022-01-31 11:45:00,7522.5,7524.5,7513.55,7517.45,0
2022-01-31 12:00:00,7517.3,7522.85,7514.15,7518.95,0
2022-01-31 12:15:00,7519.4,7523.4,7510.85,7519.45,0
2022-01-31 12:30:00,7519.75,7520.4,7497.1,7499.95,0
2022-01-31 12:45:00,7500.0,7531.4,7499.9,7530.25,0
2022-01-31 13:00:00,7530.25,7541.6,7525.95,7538.75,0
2022-01-31 13:15:00,7538.1,7543.7,7527.75,7530.15,0
2022-01-31 13:30:00,7529.7,7532.5,7516.0,7530.8,0
2022-01-31 13:45:00,7531.25,7534.05,7514.85,7519.8,0
2022-01-31 14:00:00,7519.8,7527.25,7514.15,7525.0,0
2022-01-31 14:15:00,7525.4,7536.5,7521.95,7525.45,0
2022-01-31 14:30:00,7525.05,7539.65,7520.05,7529.65,0
2022-01-31 14:45:00,7529.75,7537.8,7525.75,7536.05,0
2022-01-31 15:00:00,7537.15,7540.35,7511.35,7516.45,0
2022-01-31 15:15:00,7516.1,7519.8,7506.55,7513.5,0
2022-02-01 09:15:00,7586.7,7586.7,7528.15,7570.6,0
2022-02-01 09:30:00,7570.6,7573.15,7553.0,7558.1,0
2022-02-01 09:45:00,7557.75,7563.65,7550.35,7557.35,0
2022-02-01 10:00:00,7557.35,7574.35,7555.85,7569.9,0
2022-02-01 10:15:00,7569.9,7586.85,7560.35,7581.45,0
2022-02-01 10:30:00,7581.35,7589.55,7576.0,7587.0,0
2022-02-01 10:45:00,7587.05,7587.2,7565.1,7573.45,0
2022-02-01 11:00:00,7573.35,7584.1,7566.2,7579.45,0
2022-02-01 11:15:00,7579.6,7585.3,7543.4,7556.0,0
2022-02-01 11:30:00,7555.65,7556.45,7509.95,7546.4,0
2022-02-01 11:45:00,7548.9,7579.5,7539.2,7579.35,0
2022-02-01 12:00:00,7580.25,7582.65,7557.3,7566.65,0
2022-02-01 12:15:00,7566.7,7571.0,7553.2,7568.8,0
2022-02-01 12:30:00,7568.4,7573.6,7518.05,7568.7,0
2022-02-01 12:45:00,7568.3,7586.2,7556.45,7573.2,0
2022-02-01 13:00:00,7572.55,7572.55,7472.2,7475.8,0
2022-02-01 13:15:00,7476.3,7536.1,7462.55,7528.9,0
2022-02-01 13:30:00,7529.2,7557.15,7529.2,7555.0,0
2022-02-01 13:45:00,7554.75,7574.5,7552.55,7560.75,0
2022-02-01 14:00:00,7560.75,7569.35,7553.6,7567.45,0
2022-02-01 14:15:00,7567.7,7591.3,7566.4,7588.05,0
2022-02-01 14:30:00,7588.35,7606.55,7588.1,7602.85,0
2022-02-01 14:45:00,7602.95,7610.05,7573.65,7581.1,0
2022-02-01 15:00:00,7581.15,7601.65,7570.85,7593.1,0
2022-02-01 15:15:00,7593.0,7610.55,7592.2,7605.9,0
2022-02-02 09:15:00,7640.7,7676.8,7635.9,7669.6,0
2022-02-02 09:30:00,7669.55,7703.05,7669.05,7703.05,0
2022-02-02 09:45:00,7702.85,7707.4,7688.6,7699.65,0
2022-02-02 10:00:00,7699.1,7715.4,7698.5,7706.5,0
2022-02-02 10:15:00,7706.5,7713.4,7696.0,7705.55,0
2022-02-02 10:30:00,7705.85,7710.55,7671.7,7683.65,0
2022-02-02 10:45:00,7683.3,7698.45,7682.6,7696.0,0
2022-02-02 11:00:00,7696.0,7701.85,7692.7,7695.1,0
2022-02-02 11:15:00,7695.35,7702.75,7693.95,7698.9,0
2022-02-02 11:30:00,7698.45,7704.7,7694.9,7699.8,0
2022-02-02 11:45:00,7699.1,7707.0,7698.55,7704.45,0
2022-02-02 12:00:00,7704.2,7706.55,7689.1,7690.85,0
2022-02-02 12:15:00,7689.9,7692.4,7675.7,7681.8,0
2022-02-02 12:30:00,7682.0,7689.65,7681.7,7682.85,0
2022-02-02 12:45:00,7682.7,7684.95,7677.5,7682.3,0
2022-02-02 13:00:00,7682.55,7688.0,7680.5,7686.1,0
2022-02-02 13:15:00,7686.6,7696.1,7684.95,7687.25,0
2022-02-02 13:30:00,7687.05,7690.9,7683.8,7689.75,0
2022-02-02 13:45:00,7689.5,7696.1,7684.45,7689.1,0
2022-02-02 14:00:00,7689.1,7692.1,7662.15,7686.1,0
2022-02-02 14:15:00,7685.4,7688.4,7674.7,7681.55,0
2022-02-02 14:30:00,7681.4,7686.5,7678.95,7681.05,0
2022-02-02 14:45:00,7681.05,7694.1,7680.75,7690.85,0
2022-02-02 15:00:00,7691.6,7698.2,7690.1,7695.5,0
2022-02-02 15:15:00,7696.6,7698.65,7684.45,7689.95,0
2022-02-03 09:15:00,7677.3,7677.3,7642.2,7670.7,0
2022-02-03 09:30:00,7670.7,7674.4,7646.5,7667.55,0
2022-02-03 09:45:00,7667.3,7690.25,7651.0,7685.95,0
2022-02-03 10:00:00,7686.1,7695.95,7677.35,7684.25,0
2022-02-03 10:15:00,7684.05,7685.05,7669.95,7669.95,0
2022-02-03 10:30:00,7669.5,7680.25,7664.0,7675.55,0
2022-02-03 10:45:00,7676.45,7680.4,7673.9,7674.65,0
2022-02-03 11:00:00,7675.1,7679.4,7673.0,7678.1,0
2022-02-03 11:15:00,7678.1,7681.35,7670.35,7678.5,0
2022-02-03 11:30:00,7678.9,7684.7,7664.05,7668.85,0
2022-02-03 11:45:00,7669.1,7670.2,7655.9,7660.35,0
2022-02-03 12:00:00,7660.1,7663.7,7637.1,7639.5,0
2022-02-03 12:15:00,7639.5,7657.05,7636.2,7653.05,0
2022-02-03 12:30:00,7653.0,7663.0,7651.8,7659.7,0
2022-02-03 12:45:00,7659.75,7669.4,7656.75,7665.15,0
2022-02-03 13:00:00,7665.35,7674.9,7662.5,7670.65,0
2022-02-03 13:15:00,7670.8,7672.65,7664.65,7672.1,0
2022-02-03 13:30:00,7671.95,7679.8,7655.5,7656.9,0
2022-02-03 13:45:00,7656.3,7661.6,7646.95,7655.8,0
2022-02-03 14:00:00,7655.65,7661.7,7651.05,7651.75,0
2022-02-03 14:15:00,7652.1,7659.3,7648.45,7657.95,0
2022-02-03 14:30:00,7657.75,7663.5,7645.95,7649.3,0
2022-02-03 14:45:00,7648.8,7655.9,7637.75,7642.25,0
2022-02-03 15:00:00,7642.95,7648.9,7624.5,7624.95,0
2022-02-03 15:15:00,7624.85,7626.25,7600.45,7604.7,0
2022-02-04 09:15:00,7598.6,7611.1,7562.45,7599.8,0
2022-02-04 09:30:00,7599.9,7611.9,7583.1,7602.05,0
2022-02-04 09:45:00,7602.2,7625.45,7593.55,7606.5,0
2022-02-04 10:00:00,7606.75,7611.05,7587.3,7596.55,0
2022-02-04 10:15:00,7596.85,7596.85,7572.55,7584.0,0
2022-02-04 10:30:00,7584.2,7595.85,7573.25,7578.7,0
2022-02-04 10:45:00,7578.65,7581.65,7565.35,7581.5,0
2022-02-04 11:00:00,7581.5,7584.5,7575.05,7580.85,0
2022-02-04 11:15:00,7580.55,7583.0,7576.45,7580.4,0
2022-02-04 11:30:00,7580.7,7580.7,7564.8,7568.9,0
2022-02-04 11:45:00,7569.4,7571.6,7550.8,7553.25,0
2022-02-04 12:00:00,7552.35,7557.65,7544.65,7550.35,0
2022-02-04 12:15:00,7549.95,7550.9,7523.6,7541.45,0
2022-02-04 12:30:00,7541.15,7552.4,7538.3,7546.4,0
2022-02-04 12:45:00,7546.05,7546.65,7522.6,7523.2,0
2022-02-04 13:00:00,7522.55,7523.7,7501.75,7506.3,0
2022-02-04 13:15:00,7506.65,7529.75,7497.15,7529.45,0
2022-02-04 13:30:00,7529.25,7539.9,7524.45,7538.6,0
2022-02-04 13:45:00,7538.55,7551.75,7537.65,7548.0,0
2022-02-04 14:00:00,7547.9,7548.0,7530.65,7539.6,0
2022-02-04 14:15:00,7539.25,7546.0,7532.7,7534.35,0
2022-02-04 14:30:00,7535.3,7537.85,7507.45,7513.45,0
2022-02-04 14:45:00,7513.65,7523.55,7500.7,7505.75,0
2022-02-04 15:00:00,7505.95,7522.2,7499.35,7509.65,0
2022-02-04 15:15:00,7509.35,7509.8,7492.45,7502.4,0
2022-02-07 09:15:00,7524.75,7557.45,7477.0,7519.35,0
2022-02-07 09:30:00,7518.8,7524.15,7490.8,7496.9,0
2022-02-07 09:45:00,7496.5,7512.15,7462.5,7465.95,0
2022-02-07 10:00:00,7465.7,7476.85,7449.65,7458.1,0
2022-02-07 10:15:00,7458.9,7469.75,7450.85,7467.2,0
2022-02-07 10:30:00,7467.55,7471.15,7448.7,7463.75,0
2022-02-07 10:45:00,7463.8,7473.05,7447.7,7448.7,0
2022-02-07 11:00:00,7448.4,7454.75,7434.5,7448.45,0
2022-02-07 11:15:00,7449.3,7458.3,7442.25,7457.35,0
2022-02-07 11:30:00,7457.3,7472.55,7457.3,7463.45,0
2022-02-07 11:45:00,7463.6,7480.4,7455.45,7475.4,0
2022-02-07 12:00:00,7475.0,7477.35,7439.25,7445.65,0
2022-02-07 12:15:00,7445.9,7469.6,7443.75,7469.35,0
2022-02-07 12:30:00,7469.6,7479.6,7458.15,7478.6,0
2022-02-07 12:45:00,7478.6,7483.55,7453.1,7462.8,0
2022-02-07 13:00:00,7462.45,7466.55,7454.5,7459.8,0
2022-02-07 13:15:00,7460.2,7472.65,7453.9,7460.05,0
2022-02-07 13:30:00,7459.7,7460.9,7435.5,7437.95,0
2022-02-07 13:45:00,7437.85,7437.85,7395.05,7398.75,0
2022-02-07 14:00:00,7398.7,7450.55,7398.7,7443.65,0
2022-02-07 14:15:00,7444.4,7462.55,7441.85,7458.35,0
2022-02-07 14:30:00,7458.7,7462.65,7431.05,7431.35,0
2022-02-07 14:45:00,7430.45,7441.4,7427.4,7438.45,0
2022-02-07 15:00:00,7437.6,7455.75,7437.6,7449.45,0
2022-02-07 15:15:00,7449.2,7450.15,7432.5,7442.75,0
2022-02-08 09:15:00,7480.6,7506.45,7434.3,7458.9,0
2022-02-08 09:30:00,7459.3,7484.2,7445.5,7445.5,0
2022-02-08 09:45:00,7445.7,7457.55,7414.25,7423.55,0
2022-02-08 10:00:00,7422.05,7426.65,7397.25,7403.2,0
2022-02-08 10:15:00,7402.7,7410.75,7368.5,7368.5,0
2022-02-08 10:30:00,7368.35,7369.8,7323.2,7331.8,0
2022-02-08 10:45:00,7330.9,7351.05,7309.1,7317.9,0
2022-02-08 11:00:00,7317.9,7331.15,7305.45,7329.6,0
2022-02-08 11:15:00,7329.2,7363.45,7327.35,7362.3,0
2022-02-08 11:30:00,7362.3,7380.15,7360.1,7377.6,0
2022-02-08 11:45:00,7377.4,7394.1,7369.5,7388.8,0
2022-02-08 12:00:00,7388.85,7395.75,7374.4,7374.5,0
2022-02-08 12:15:00,7374.15,7411.85,7373.5,7406.75,0
2022-02-08 12:30:00,7406.9,7418.5,7404.5,7409.55,0
2022-02-08 12:45:00,7410.3,7414.9,7385.4,7386.7,0
2022-02-08 13:00:00,7386.25,7391.2,7354.5,7357.05,0
2022-02-08 13:15:00,7357.0,7382.35,7348.05,7381.6,0
2022-02-08 13:30:00,7381.55,7410.35,7377.55,7394.05,0
2022-02-08 13:45:00,7395.0,7409.05,7385.4,7393.05,0
2022-02-08 14:00:00,7393.15,7403.35,7373.8,7375.75,0
2022-02-08 14:15:00,7375.55,7388.15,7363.8,7382.2,0
2022-02-08 14:30:00,7381.95,7394.4,7378.8,7387.75,0
2022-02-08 14:45:00,7387.55,7403.15,7375.2,7402.1,0
2022-02-08 15:00:00,7402.3,7416.75,7397.45,7399.3,0
2022-02-08 15:15:00,7399.85,7401.5,7376.85,7382.6,0
2022-02-09 09:15:00,7426.9,7459.45,7422.8,7445.0,0
2022-02-09 09:30:00,7444.2,7455.65,7432.9,7436.1,0
2022-02-09 09:45:00,7436.65,7459.85,7436.1,7442.9,0
2022-02-09 10:00:00,7443.05,7452.7,7429.8,7449.95,0
2022-02-09 10:15:00,7449.7,7456.0,7431.45,7436.15,0
2022-02-09 10:30:00,7436.1,7447.9,7428.65,7445.35,0
2022-02-09 10:45:00,7445.8,7460.0,7445.65,7459.55,0
2022-02-09 11:00:00,7458.7,7476.45,7456.0,7474.45,0
2022-02-09 11:15:00,7474.4,7477.4,7468.05,7472.75,0
2022-02-09 11:30:00,7472.0,7476.3,7464.6,7465.45,0
2022-02-09 11:45:00,7465.6,7479.85,7465.6,7476.0,0
2022-02-09 12:00:00,7475.9,7488.6,7474.55,7479.5,0
2022-02-09 12:15:00,7479.1,7496.15,7479.0,7495.85,0
2022-02-09 12:30:00,7495.85,7506.55,7492.4,7499.8,0
2022-02-09 12:45:00,7500.55,7506.25,7493.3,7498.75,0
2022-02-09 13:00:00,7499.15,7503.25,7479.55,7483.3,0
2022-02-09 13:15:00,7482.7,7505.35,7482.2,7500.0,0
2022-02-09 13:30:00,7500.75,7507.25,7496.95,7502.25,0
2022-02-09 13:45:00,7502.15,7513.65,7501.75,7504.55,0
2022-02-09 14:00:00,7504.65,7513.55,7503.35,7509.65,0
2022-02-09 14:15:00,7509.45,7513.55,7496.1,7502.4,0
2022-02-09 14:30:00,7501.6,7506.55,7498.4,7504.2,0
2022-02-09 14:45:00,7504.2,7508.25,7501.9,7508.25,0
2022-02-09 15:00:00,7509.4,7511.2,7501.8,7505.85,0
2022-02-09 15:15:00,7506.7,7516.05,7505.7,7510.85,0
2022-02-10 09:15:00,7536.2,7540.65,7486.45,7496.5,0
2022-02-10 09:30:00,7496.35,7524.1,7486.95,7493.2,0
2022-02-10 09:45:00,7493.3,7510.35,7476.8,7476.8,0
2022-02-10 10:00:00,7477.15,7519.0,7465.85,7511.9,0
2022-02-10 10:15:00,7511.35,7515.85,7492.25,7515.35,0
2022-02-10 10:30:00,7515.5,7525.8,7511.5,7522.6,0
2022-02-10 10:45:00,7522.5,7527.0,7518.95,7524.3,0
2022-02-10 11:00:00,7524.2,7537.9,7523.8,7537.0,0
2022-02-10 11:15:00,7536.75,7549.2,7532.65,7547.75,0
2022-02-10 11:30:00,7548.1,7556.65,7545.4,7552.25,0
2022-02-10 11:45:00,7552.4,7555.55,7547.75,7549.55,0
2022-02-10 12:00:00,7549.45,7562.1,7549.05,7552.4,0
2022-02-10 12:15:00,7553.25,7557.55,7548.05,7553.25,0
2022-02-10 12:30:00,7553.1,7563.65,7552.9,7557.7,0
2022-02-10 12:45:00,7557.8,7570.05,7553.95,7561.85,0
2022-02-10 13:00:00,7561.8,7564.6,7550.7,7551.85,0
2022-02-10 13:15:00,7552.1,7552.1,7533.2,7539.15,0
2022-02-10 13:30:00,7539.35,7548.05,7538.8,7547.0,0
2022-02-10 13:45:00,7547.05,7550.0,7531.65,7532.7,0
2022-02-10 14:00:00,7532.3,7545.7,7529.0,7539.3,0
2022-02-10 14:15:00,7539.8,7547.2,7525.65,7526.65,0
2022-02-10 14:30:00,7526.65,7541.1,7526.1,7539.1,0
2022-02-10 14:45:00,7539.2,7540.85,7525.65,7533.2,0
2022-02-10 15:00:00,7533.9,7541.05,7529.5,7530.85,0
2022-02-10 15:15:00,7530.45,7533.25,7514.0,7516.4,0
2022-02-11 09:15:00,7484.05,7510.9,7451.65,7499.5,0
2022-02-11 09:30:00,7499.35,7509.4,7491.6,7494.75,0
2022-02-11 09:45:00,7494.8,7494.8,7444.05,7451.35,0
2022-02-11 10:00:00,7451.0,7453.1,7428.2,7439.55,0
2022-02-11 10:15:00,7438.85,7440.15,7417.0,7433.2,0
2022-02-11 10:30:00,7433.7,7433.7,7409.45,7426.55,0
2022-02-11 10:45:00,7426.5,7433.1,7409.65,7416.0,0
2022-02-11 11:00:00,7416.15,7419.75,7407.7,7415.2,0
2022-02-11 11:15:00,7415.4,7419.05,7408.25,7414.45,0
2022-02-11 11:30:00,7414.5,7422.5,7403.15,7420.1,0
2022-02-11 11:45:00,7419.8,7428.75,7415.75,7427.75,0
2022-02-11 12:00:00,7427.45,7428.15,7415.85,7423.2,0
2022-02-11 12:15:00,7422.95,7427.1,7420.15,7422.65,0
2022-02-11 12:30:00,7422.45,7433.4,7419.35,7432.85,0
2022-02-11 12:45:00,7433.15,7438.7,7426.0,7426.5,0
2022-02-11 13:00:00,7426.4,7431.9,7417.05,7427.85,0
2022-02-11 13:15:00,7427.55,7429.1,7417.3,7419.05,0
2022-02-11 13:30:00,7419.0,7432.2,7411.95,7431.45,0
2022-02-11 13:45:00,7431.3,7433.55,7411.55,7416.75,0
2022-02-11 14:00:00,7416.8,7417.45,7381.0,7390.55,0
2022-02-11 14:15:00,7390.75,7398.6,7385.2,7387.45,0
2022-02-11 14:30:00,7387.35,7391.9,7367.75,7371.95,0
2022-02-11 14:45:00,7371.2,7374.95,7359.65,7367.7,0
2022-02-11 15:00:00,7365.55,7385.4,7362.5,7370.2,0
2022-02-11 15:15:00,7369.85,7369.85,7344.2,7352.6,0
2022-02-14 09:15:00,7201.55,7210.9,7091.0,7171.95,0
2022-02-14 09:30:00,7172.85,7175.4,7142.7,7146.9,0
2022-02-14 09:45:00,7144.5,7172.3,7119.65,7163.15,0
2022-02-14 10:00:00,7163.15,7177.95,7142.9,7162.25,0
2022-02-14 10:15:00,7162.1,7169.1,7140.2,7169.1,0
2022-02-14 10:30:00,7169.15,7205.6,7169.15,7205.0,0
2022-02-14 10:45:00,7205.45,7211.9,7198.0,7208.4,0
2022-02-14 11:00:00,7208.6,7212.35,7190.25,7195.0,0
2022-02-14 11:15:00,7194.7,7199.3,7184.05,7188.05,0
2022-02-14 11:30:00,7188.15,7193.35,7172.75,7177.2,0
2022-02-14 11:45:00,7177.55,7189.75,7175.75,7187.3,0
2022-02-14 12:00:00,7187.2,7189.6,7172.85,7177.4,0
2022-02-14 12:15:00,7177.15,7189.25,7175.6,7187.8,0
2022-02-14 12:30:00,7188.05,7188.7,7142.35,7142.7,0
2022-02-14 12:45:00,7142.4,7151.05,7136.3,7147.35,0
2022-02-14 13:00:00,7147.6,7162.8,7144.75,7162.4,0
2022-02-14 13:15:00,7162.9,7169.2,7156.55,7163.45,0
2022-02-14 13:30:00,7163.7,7163.75,7144.4,7147.2,0
2022-02-14 13:45:00,7147.3,7151.4,7138.85,7139.4,0
2022-02-14 14:00:00,7139.4,7139.4,7107.1,7107.1,0
2022-02-14 14:15:00,7107.7,7119.0,7076.15,7076.5,0
2022-02-14 14:30:00,7076.3,7089.05,7064.85,7065.45,0
2022-02-14 14:45:00,7065.5,7088.95,7060.6,7083.75,0
2022-02-14 15:00:00,7085.1,7089.25,7043.8,7044.25,0
